stop_id,stop_name,fullName,stop_id,municipality,district_code,mainTrafficType,idosCategory,lat,lon,avgJtskX,avgJtskY,numStops
"Stříbrná Skalice,Kost.Střimelice","Stříbrná Skalice,Kost.Střimelice","Stříbrná Skalice,Kostelní Střimelice","Stříbrná Skalice,Kost.Střimelice",Stříbrná Skalice,PH,bus,301003,49.91543,14.806982,-717966.25,-1065673.5,2
"Stříbrná Skalice,Náměstí","Stříbrná Skalice,Náměstí","Stříbrná Skalice,Náměstí","Stříbrná Skalice,Náměstí",Stříbrná Skalice,PH,bus,301003,49.89777,14.8459663,-715447.4,-1067987.25,2
"Stříbrná Skalice,Propast","Stříbrná Skalice,Propast","Stříbrná Skalice,Propast","Stříbrná Skalice,Propast",Stříbrná Skalice,PH,bus,301003,49.9223022,14.829071,-716293.5,-1065123.88,2
"Stříbrná Skalice,U Konvalinků","Stříbrná Skalice,U Konvalinků","Stříbrná Skalice,U Konvalinků","Stříbrná Skalice,U Konvalinků",Stříbrná Skalice,PH,bus,301003,49.89196,14.8608646,-714470.6,-1068767.5,2
"Stříbrná Skalice,V Můstkách","Stříbrná Skalice,V Můstkách","Stříbrná Skalice,V Můstkách","Stříbrná Skalice,V Můstkách",Stříbrná Skalice,PH,bus,301003,49.9028778,14.831398,-716410.7,-1067287.25,2
"Stříbrná Skalice,Vozlín","Stříbrná Skalice,Vozlín","Stříbrná Skalice,Vozlín","Stříbrná Skalice,Vozlín",Stříbrná Skalice,PH,bus,301003,49.9025726,14.8388691,-715883.0,-1067391.25,2
"Stříbrná Skalice,Žel.st.","Stříbrná Skalice,Žel.st.","Stříbrná Skalice,Železniční stanice","Stříbrná Skalice,Žel.st.",Stříbrná Skalice,PH,bus,301003,49.8869629,14.8574848,-714784.0,-1069287.5,2
Střížkov,Střížkov,Střížkov,Střížkov,Praha,AB,metroC,301003,50.1263466,14.4892445,-737403.9,-1039389.44,6
"Studenec,Na špici","Studenec,Na špici","Studenec,Na špici","Studenec,Na špici",Studenec,SM,bus,301003,50.5631866,15.5450325,-656637.1,-1000854.38,2
"Studenec,pošta","Studenec,pošta","Studenec,pošta","Studenec,pošta",Studenec,SM,bus,301003,50.5475655,15.5571432,-655996.0,-1002683.25,2
"Studenec,Rovnáčov","Studenec,Rovnáčov","Studenec,Rovnáčov","Studenec,Rovnáčov",Studenec,SM,bus,301003,50.5700836,15.5394564,-656936.1,-1000044.75,2
"Studenec,u Trojice","Studenec,u Trojice","Studenec,u Trojice","Studenec,u Trojice",Studenec,SM,bus,301003,50.55545,15.5478125,-656546.0,-1001732.31,2
"Studenec,Zálesní Lhota,křiž.","Studenec,Zálesní Lhota,křiž.","Studenec,Zálesní Lhota,křižovatka","Studenec,Zálesní Lhota,křiž.",Studenec,SM,bus,301003,50.57315,15.5573177,-655638.6,-999859.5,2
Studenecká,Studenecká,Studenecká,Studenecká,Praha,AB,bus,301003,50.0871239,14.5758057,-731856.9,-1044547.0,1
Studeněves,Studeněves,Studeněves,Studeněves,Studeněves,KD,bus,301003,50.2240829,14.0446987,-767347.4,-1024229.63,2
"Studeněves,Krkavčí mlýn","Studeněves,Krkavčí mlýn","Studeněves,Krkavčí mlýn","Studeněves,Krkavčí mlýn",Studeněves,KD,bus,301003,50.2237663,14.0529642,-766768.5,-1024348.13,2
"Studeněves,vodárna","Studeněves,vodárna","Studeněves,vodárna","Studeněves,vodárna",Studeněves,KD,bus,301003,50.22219,14.0348558,-768072.5,-1024338.88,2
Studentský dům,Studentský dům,Studentský dům,Studentský dům,Praha,AB,bus,301003,50.105896,14.3900118,-744744.0,-1040676.69,2
Studený,Studený,Studený,Studený,Studený,BN,bus,301003,49.60802,15.1283665,-699420.5,-1102564.63,2
"Studený,Petrova Lhota","Studený,Petrova Lhota","Studený,Petrova Lhota","Studený,Petrova Lhota",Studený,BN,bus,301003,49.614212,15.12083,-699873.25,-1101812.25,2
"Studený,rozc.","Studený,rozc.","Studený,rozcestí","Studený,rozc.",Studený,BN,bus,301003,49.6073227,15.1330137,-699097.25,-1102684.25,2
Stvořidla,Stvořidla,Stvořidla,Stvořidla,Světlá n.Sáz.,HB,train,600003,49.67045,15.3195076,-684852.3,-1097412.88,1
Sudějov,Sudějov,Sudějov,Sudějov,Sudějov,KH,bus,301003,49.8604164,15.1041145,-697585.6,-1074500.25,2
Sudějovická,Sudějovická,Sudějovická,Sudějovická,Praha,AB,bus,301003,50.07525,14.6657448,-725654.5,-1046716.5,2
Sudoměř,Sudoměř,Sudoměř,Sudoměř,Sudoměř,MB,bus,301003,50.44704,14.7442265,-714626.1,-1006470.0,2
Sudoměř u Ml.Boleslavi,Sudoměř u Ml.Boleslavi,Sudoměř u Mladé Boleslavi,Sudoměř u Ml.Boleslavi,Sudoměř,MB,train,600003,50.4379578,14.7448854,-714713.1,-1007477.75,1
Sudoměřice u Tábora,Sudoměřice u Tábora,Sudoměřice u Tábora,Sudoměřice u Tábora,Sudoměřice u Tábora,TA,bus,301003,49.51021,14.6579542,-734577.2,-1108922.75,4
"Sudoměřice u Tábora,žel.st.","Sudoměřice u Tábora,žel.st.","Sudoměřice u Tábora,železniční stanice","Sudoměřice u Tábora,žel.st.",Sudoměřice u Tábora,TA,bus,301003,49.5079041,14.6597395,-734483.2,-1109194.0,1
Sudovo Hlavno,Sudovo Hlavno,Sudovo Hlavno,Sudovo Hlavno,Sudovo Hlavno,PH,bus,301003,50.2624054,14.6850986,-721516.4,-1026268.88,2
"Sudovo Hlavno,Konětopská","Sudovo Hlavno,Konětopská","Sudovo Hlavno,Konětopská","Sudovo Hlavno,Konětopská",Sudovo Hlavno,PH,bus,301003,50.26332,14.6778126,-722017.75,-1026098.94,2
"Sudovo Hlavno,Rozc.k háj.","Sudovo Hlavno,Rozc.k háj.","Sudovo Hlavno,Rozcestí k hájence","Sudovo Hlavno,Rozc.k háj.",Sudovo Hlavno,PH,bus,301003,50.2707672,14.6650925,-722806.4,-1025157.13,2
Suchdol (AB),Suchdol,Suchdol,Suchdol (AB),Praha,AB,bus,301003,50.1391373,14.3791885,-745005.0,-1036908.63,3
Suchdol (KH),Suchdol,Suchdol,Suchdol (KH),Suchdol,KH,bus,301003,49.95282,15.1670027,-691801.0,-1064879.75,1
"Suchdol,Dobřeň (KH)","Suchdol,Dobřeň","Suchdol,Dobřeň","Suchdol,Dobřeň (KH)",Suchdol,KH,bus,301003,49.9395,15.1485033,-693305.6,-1066181.75,2
"Suchdol,Malenovice (KH)","Suchdol,Malenovice,rozc.","Suchdol,Malenovice,rozcestí","Suchdol,Malenovice (KH)",Suchdol,KH,bus,301003,49.94052,15.1333561,-694369.6,-1065930.25,2
"Suchdol,Solopysky (KH)","Suchdol,Solopysky","Suchdol,Solopysky","Suchdol,Solopysky (KH)",Suchdol,KH,bus,301003,49.9360352,15.1277981,-694828.6,-1066375.0,2
"Suchdol,Vysoká (KH)","Suchdol,Vysoká","Suchdol,Vysoká","Suchdol,Vysoká (KH)",Suchdol,KH,bus,301003,49.94095,15.1785831,-691143.438,-1066294.5,1
"Suchdol,Vysoká,rozc. (KH)","Suchdol,Vysoká,rozc.","Suchdol,Vysoká,rozcestí","Suchdol,Vysoká,rozc. (KH)",Suchdol,KH,bus,301003,49.95134,15.1824608,-690721.4,-1065183.25,2
Suchdolské náměstí,Suchdolské náměstí,Suchdolské náměstí,Suchdolské náměstí,Praha,AB,bus,301003,50.1358643,14.3803291,-744974.0,-1037280.81,2
Suchodol,Suchodol,Suchodol,Suchodol,Suchodol,PB,bus,301003,49.7248268,14.0833588,-772434.4,-1079592.25,2
"Suchodol,Líha","Suchodol,Líha","Suchodol,Líha","Suchodol,Líha",Suchodol,PB,bus,301003,49.7185669,14.0738745,-773209.5,-1080185.5,2
Suchomasty,Suchomasty,Suchomasty,Suchomasty,Suchomasty,BE,bus,301003,49.89524,14.0565376,-771673.6,-1060557.0,2
"Suchomasty,Na vinohradech","Suchomasty,Na vinohradech","Suchomasty,Na vinohradech","Suchomasty,Na vinohradech",Suchomasty,BE,bus,301003,49.89485,14.0661736,-770994.3,-1060697.0,2
"Suchomasty,Škola I","Suchomasty,Škola I","Suchomasty,Škola I","Suchomasty,Škola I",Suchomasty,BE,bus,301003,49.89658,14.0550642,-771757.438,-1060394.5,3
Sukorady,Sukorady,Sukorady,Sukorady,Sukorady,MB,bus,301003,50.4264679,15.0302372,-694778.25,-1011383.38,2
"Sukorady,Martinovice","Sukorady,Martinovice","Sukorady,Martinovice","Sukorady,Martinovice",Sukorady,MB,bus,301003,50.43286,15.0434361,-693756.9,-1010798.25,2
Sukovská,Sukovská,Sukovská,Sukovská,Praha,AB,bus,301003,50.016098,14.53554,-735777.0,-1051986.5,2
Sulice,Sulice,Sulice,Sulice,Sulice,PH,bus,301003,49.9236565,14.55733,-735612.8,-1062384.5,2
"Sulice,Hlubočinka","Sulice,Hlubočinka","Sulice,Hlubočinka","Sulice,Hlubočinka",Sulice,PH,bus,301003,49.9339142,14.55932,-735317.7,-1061273.25,2
"Sulice,Hlubočinka,Obchodní centrum","Sulice,Hlubočinka,Obchodní centrum","Sulice,Hlubočinka,Obchodní centrum","Sulice,Hlubočinka,Obchodní centrum",Sulice,PH,bus,301003,49.9387169,14.5530157,-735694.3,-1060683.25,3
"Sulice,Na Křížkách","Sulice,Na Křížkách","Sulice,Na Křížkách","Sulice,Na Křížkách",Sulice,PH,bus,301003,49.9267731,14.5689735,-734737.8,-1062153.63,4
"Sulice,Nechánice","Sulice,Nechánice","Sulice,Nechánice","Sulice,Nechánice",Sulice,PH,bus,301003,49.91544,14.5388861,-737048.25,-1063112.0,1
"Sulice,Želivec","Sulice,Želivec","Sulice,Želivec","Sulice,Želivec",Sulice,PH,bus,301003,49.915657,14.5823,-733955.5,-1063507.0,4
"Sulice,Želivec,Mandava","Sulice,Želivec,Mandava","Sulice,Želivec,Mandava","Sulice,Želivec,Mandava",Sulice,PH,bus,301003,49.9229355,14.5755768,-734325.25,-1062640.0,2
Sulická,Sulická,Sulická,Sulická,Praha,AB,bus,301003,50.026474,14.44565,-742002.7,-1049970.75,2
"Sušice,nábřeží","Sušice,nábřeží","Sušice,nábřeží","Sušice,nábřeží",Sušice,KT,bus,301003,49.2308464,13.5213814,-820669.25,-1128068.5,2
"Sušice,Nádražní u samoobsluhy","Sušice,Nádražní u samoobsluhy","Sušice,Nádražní u samoobsluhy","Sušice,Nádražní u samoobsluhy",Sušice,KT,bus,301003,49.24489,13.5378418,-819252.5,-1126701.5,2
Sušická,Sušická,Sušická,Sušická,Praha,AB,bus,301003,50.10182,14.372858,-746021.6,-1040957.63,2
Svárov,Svárov,Svárov,Svárov,Svárov,KD,bus,301003,50.0626,14.1511745,-762337.9,-1043081.75,2
"Svárov,Rymáň","Svárov,Rymáň","Svárov,Rymáň","Svárov,Rymáň",Svárov,KD,bus,301003,50.0695267,14.1436872,-762760.9,-1042244.25,2
"Svárov,škola","Svárov,škola","Svárov,škola","Svárov,škola",Svárov,KD,bus,301003,50.0635834,14.1544571,-762089.9,-1043006.5,2
"Svatá,myslivna Král","Svatá,myslivna Král","Svatá,myslivna Král","Svatá,myslivna Král",Svatá,BE,bus,301003,49.9369278,13.9456291,-778900.0,-1054837.38,2
"Svatá,pod kopcem","Svatá,pod kopcem","Svatá,pod kopcem","Svatá,pod kopcem",Svatá,BE,bus,301003,49.93853,13.9683151,-777262.8,-1054893.0,2
"Svatá,u Sýkorů","Svatá,u Sýkorů","Svatá,u Sýkorů","Svatá,u Sýkorů",Svatá,BE,bus,301003,49.93849,13.9568853,-778075.4,-1054780.0,2
"Svatá,Zelený kříž","Svatá,Zelený kříž","Svatá,Zelený kříž","Svatá,Zelený kříž",Svatá,BE,bus,301003,49.9414368,13.9204063,-780620.3,-1054082.38,2
Svaté Pole,Svaté Pole,Svaté Pole,Svaté Pole,Svaté Pole,PB,bus,301003,49.74803,14.16964,-765914.75,-1077909.0,2
"Svaté Pole,Budínek","Svaté Pole,Budínek","Svaté Pole,Budínek","Svaté Pole,Budínek",Svaté Pole,PB,bus,301003,49.757225,14.1923771,-764149.75,-1077125.13,2
"Svaté Pole,Dolní Svaté Pole","Svaté Pole,Dolní Svaté Pole","Svaté Pole,Dolní Svaté Pole","Svaté Pole,Dolní Svaté Pole",Svaté Pole,PB,bus,301003,49.7580643,14.1690292,-765802.5,-1076798.25,2
"Svaté Pole,u kostela","Svaté Pole,u kostela","Svaté Pole,u kostela","Svaté Pole,u kostela",Svaté Pole,PB,bus,301003,49.7518539,14.1688137,-765914.3,-1077479.75,2
Svatoňovická,Svatoňovická,Svatoňovická,Svatoňovická,Praha,AB,bus,301003,50.0839462,14.574297,-732011.4,-1044882.88,2
Svatoplukova,Svatoplukova,Svatoplukova,Svatoplukova,Praha,AB,tram,301003,50.06506,14.4296026,-742557.25,-1045562.88,2
Svatý Jan,Svatý Jan,Svatý Jan,Svatý Jan,Svatý Jan,PB,bus,301003,49.6364822,14.3113852,-757508.1,-1091613.5,2
Svatý Jan p.Skalou,Svatý Jan p.Skalou,Svatý Jan pod Skalou,Svatý Jan p.Skalou,Svatý Jan p.Skalou,BE,bus,301003,49.9687233,14.133316,-765067.1,-1053240.75,2
"Svatý Jan p.Skalou,Sedlec","Svatý Jan p.Skalou,Sedlec","Svatý Jan pod Skalou,Sedlec","Svatý Jan p.Skalou,Sedlec",Svatý Jan p.Skalou,BE,bus,301003,49.97841,14.1354389,-764765.3,-1052195.38,2
"Svatý Jan p.Skalou,Svatý Jánek","Svatý Jan p.Skalou,Svatý Jánek","Svatý Jan pod Skalou,Svatý Jánek","Svatý Jan p.Skalou,Svatý Jánek",Svatý Jan p.Skalou,BE,bus,301003,49.97388,14.1350708,-764862.063,-1052690.5,2
"Svatý Jan,Brzina","Svatý Jan,Brzina","Svatý Jan,Brzina","Svatý Jan,Brzina",Svatý Jan,PB,bus,301003,49.6345749,14.29557,-758668.75,-1091666.0,2
"Svatý Jan,Drážkov","Svatý Jan,Drážkov","Svatý Jan,Drážkov","Svatý Jan,Drážkov",Svatý Jan,PB,bus,301003,49.65059,14.28706,-759031.6,-1089817.75,2
"Svatý Jan,Hojšín","Svatý Jan,Hojšín","Svatý Jan,Hojšín","Svatý Jan,Hojšín",Svatý Jan,PB,bus,301003,49.6540871,14.269207,-760254.6,-1089254.0,2
"Svatý Jan,Hrachov","Svatý Jan,Hrachov","Svatý Jan,Hrachov","Svatý Jan,Hrachov",Svatý Jan,PB,bus,301003,49.6642876,14.2974615,-758077.563,-1088412.0,1
"Svatý Jan,Hrachov,Vestecký most","Svatý Jan,Hrachov,Vestecký most","Svatý Jan,Hrachov,Vestecký most","Svatý Jan,Hrachov,Vestecký most",Svatý Jan,PB,bus,301003,49.6739349,14.266675,-760130.25,-1087042.75,2
"Svatý Jan,Hrachov,Zrůbek","Svatý Jan,Hrachov,Zrůbek","Svatý Jan,Hrachov,Zrůbek","Svatý Jan,Hrachov,Zrůbek",Svatý Jan,PB,bus,301003,49.6768036,14.288187,-758548.5,-1086941.13,2
"Svatý Jan,Jedle","Svatý Jan,Jedle","Svatý Jan,Jedle","Svatý Jan,Jedle",Svatý Jan,PB,bus,301003,49.6401863,14.3069725,-757767.063,-1091161.5,2
"Svatý Jan,rozc.","Svatý Jan,rozc.","Svatý Jan,rozcestí","Svatý Jan,rozc.",Svatý Jan,PB,bus,301003,49.63501,14.3154259,-757241.6,-1091816.0,2
"Svatý Jan,rozc.Smrčí","Svatý Jan,rozc.Smrčí","Svatý Jan,rozcestí Smrčí","Svatý Jan,rozc.Smrčí",Svatý Jan,PB,bus,301003,49.63114,14.31179,-757560.9,-1092206.0,2
"Svatý Jan,Řadovy","Svatý Jan,Řadovy","Svatý Jan,Řadovy","Svatý Jan,Řadovy",Svatý Jan,PB,bus,301003,49.6317825,14.2758789,-760120.4,-1091777.38,2
"Svatý Jan,Řadovy,Radobyl","Svatý Jan,Řadovy,Radobyl","Svatý Jan,Řadovy,Radobyl","Svatý Jan,Řadovy,Radobyl",Svatý Jan,PB,bus,301003,49.6359558,14.2729111,-760268.5,-1091287.88,4
"Svatý Jan,Skrýšov","Svatý Jan,Skrýšov","Svatý Jan,Skrýšov","Svatý Jan,Skrýšov",Svatý Jan,PB,bus,301003,49.645916,14.3005629,-758137.6,-1090466.5,2
"Svatý Jan,v jedlinách","Svatý Jan,v jedlinách","Svatý Jan,v jedlinách","Svatý Jan,v jedlinách",Svatý Jan,PB,bus,301003,49.63793,14.32494,-756516.25,-1091588.75,1
Svatý Mikuláš,Svatý Mikuláš,Svatý Mikuláš,Svatý Mikuláš,Svatý Mikuláš,KH,bus,301003,49.9921875,15.3556271,-677829.1,-1062230.13,2
"Svatý Mikuláš,Lišice,rozc.","Svatý Mikuláš,Lišice,rozc.","Svatý Mikuláš,Lišice,rozcestí","Svatý Mikuláš,Lišice,rozc.",Svatý Mikuláš,KH,bus,301003,50.00312,15.393722499999999,-674968.4,-1061361.13,2
"Svatý Mikuláš,rozc.Rohozec","Svatý Mikuláš,rozc.Rohozec","Svatý Mikuláš,rozcestí Rohozec","Svatý Mikuláš,rozc.Rohozec",Svatý Mikuláš,KH,bus,301003,49.97917,15.3504171,-678379.4,-1063620.38,4
"Svatý Mikuláš,Sulovice","Svatý Mikuláš,Sulovice","Svatý Mikuláš,Sulovice","Svatý Mikuláš,Sulovice",Svatý Mikuláš,KH,bus,301003,50.0004768,15.4061356,-674121.7,-1061762.88,2
"Svatý Mikuláš,Svatá Kateřina","Svatý Mikuláš,Svatá Kateřina","Svatý Mikuláš,Svatá Kateřina","Svatý Mikuláš,Svatá Kateřina",Svatý Mikuláš,KH,bus,301003,50.0051537,15.3328171,-679272.6,-1060596.0,2
"Svatý Mikuláš,Svatá Kateřina,bioplyn.st.","Svatý Mikuláš,Svatá Kateřina,bioplyn.st.","Svatý Mikuláš,Svatá Kateřina,bioplyn.st.","Svatý Mikuláš,Svatá Kateřina,bioplyn.st.",Svatý Mikuláš,KH,bus,301003,49.9908676,15.3364716,-679210.1,-1062205.0,2
"Svatý Mikuláš,Svatá Kateřina,ObÚ","Svatý Mikuláš,Svatá Kateřina,ObÚ","Svatý Mikuláš,Svatá Kateřina,Obecní úřad","Svatý Mikuláš,Svatá Kateřina,ObÚ",Svatý Mikuláš,KH,bus,301003,50.0023041,15.3361206,-679077.2,-1060940.25,2
"Svatý Mikuláš,zámek Kačina","Svatý Mikuláš,zámek Kačina","Svatý Mikuláš,zámek Kačina","Svatý Mikuláš,zámek Kačina",Svatý Mikuláš,KH,bus,301003,49.9845047,15.3477011,-678499.0,-1063007.5,4
Svémyslice,Svémyslice,Svémyslice,Svémyslice,Svémyslice,PH,bus,301003,50.1462326,14.6483326,-725837.063,-1038725.81,2
Svépravice,Svépravice,Svépravice,Svépravice,Praha,AB,bus,301003,50.10337,14.6094341,-729230.3,-1043078.63,4
Svéradice,Svéradice,Svéradice,Svéradice,Svéradice,KT,bus,301003,49.37116,13.7392788,-802703.25,-1114958.25,2
Světice,Světice,Světice,Světice,Světice,PH,bus,301003,49.9708328,14.6624813,-727432.0,-1058194.5,2
Světice (vlak),Světice,Světice,Světice (vlak),Světice,PH,train,600003,49.96988,14.6574478,-727804.063,-1058252.0,1
"Světice,škola","Světice,škola","Světice,škola","Světice,škola",Světice,PH,bus,301003,49.9722328,14.6651182,-727223.9,-1058065.5,1
Světlá n.Sázavou,Světlá nad Sázavou,Světlá nad Sázavou,Světlá n.Sázavou,Světlá n.Sáz.,HB,train,600003,49.67029,15.4173164,-677849.1,-1098304.0,1
Světlá n.Sázavou m.,Světlá nad Sázavou město,Světlá nad Sázavou město,Světlá n.Sázavou m.,Světlá n.Sáz.,HB,train,600003,49.669200000000004,15.4016256,-678988.0,-1098285.0,1
Světlá n.Sázavou-Josefodol,Světlá nad Sázavou-Josefodol,Světlá nad Sázavou-Josefodol,Světlá n.Sázavou-Josefodol,Světlá n.Sáz.,HB,train,600003,49.6904526,15.4242287,-677078.063,-1096140.25,1
"Svijany,na nájezdu","Svijany,na nájezdu","Svijany,na nájezdu","Svijany,na nájezdu",Svijany,LI,bus,301003,50.57505,15.0689259,-689940.6,-995342.75,2
"Svijany,obec","Svijany,obec","Svijany,obec","Svijany,obec",Svijany,LI,bus,301003,50.5722961,15.0643644,-690300.1,-995605.1,2
Svinaře,Svinaře,Svinaře,Svinaře,Svinaře,BE,bus,301003,49.8924026,14.1832657,-762703.0,-1062146.88,2
"Svinaře,Bílý Kámen","Svinaře,Bílý Kámen","Svinaře,Bílý Kámen","Svinaře,Bílý Kámen",Svinaře,BE,bus,301003,49.8980751,14.189579,-762165.9,-1061585.5,2
"Svinaře,Halouny","Svinaře,Halouny","Svinaře,Halouny","Svinaře,Halouny",Svinaře,BE,bus,301003,49.88855,14.2072849,-761053.7,-1062811.88,2
"Svinaře,škola","Svinaře,škola","Svinaře,škola","Svinaře,škola",Svinaře,BE,bus,301003,49.88994,14.1864939,-762511.563,-1062450.5,4
Svinařov,Svinařov,Svinařov,Svinařov,Svinařov,KD,bus,301003,50.18125,14.04982,-767658.4,-1028997.25,2
"Svoboda n.Úpou,aut.st.","Svoboda n.Úpou,aut.st.","Svoboda n.Úpou,autobusové stanoviště","Svoboda n.Úpou,aut.st.",Svoboda nad Úpou,TU,bus,301003,50.62247,15.8194809,-636553.063,-996631.0,2
"Svoboda n.Úpou,Maršov I","Svoboda n.Úpou,Maršov I","Svoboda n.Úpou,Maršov I","Svoboda n.Úpou,Maršov I",Svoboda nad Úpou,TU,bus,301003,50.6340141,15.8121967,-636913.5,-995295.0,2
"Svoboda n.Úpou,nám.","Svoboda n.Úpou,nám.","Svoboda n.Úpou,náměstí","Svoboda n.Úpou,nám.",Svoboda nad Úpou,TU,bus,301003,50.625946,15.8150206,-636820.9,-996209.9,2
Svojetice,Svojetice,Svojetice,Svojetice,Svojetice,PH,bus,301003,49.97227,14.7383766,-722014.9,-1058758.5,2
"Svojetice,K Tehovci","Svojetice,K Tehovci","Svojetice,K Tehovci","Svojetice,K Tehovci",Svojetice,PH,bus,301003,49.9759979,14.7349663,-722202.5,-1058315.13,2
"Svojetice,Na skalce","Svojetice,Na skalce","Svojetice,Na skalce","Svojetice,Na skalce",Svojetice,PH,bus,301003,49.96924,14.7390709,-722010.0,-1059099.13,2
"Svojetice,Na vyhlídce","Svojetice,Na vyhlídce","Svojetice,Na vyhlídce","Svojetice,Na vyhlídce",Svojetice,PH,bus,301003,49.9630356,14.7451153,-721671.4,-1059840.0,2
"Svojetice,U Hájenky","Svojetice,U Hájenky","Svojetice,U Hájenky","Svojetice,U Hájenky",Svojetice,PH,bus,301003,49.96586,14.7330952,-722484.6,-1059415.0,2
Svojetín,Svojetín,Svojetín,Svojetín,Svojetín,RA,bus,301003,50.19146,13.6293612,-797207.438,-1023549.56,3
"Svojetín,ObÚ","Svojetín,ObÚ","Svojetín,Obecní úřad","Svojetín,ObÚ",Svojetín,RA,bus,301003,50.1903076,13.6217537,-797763.5,-1023596.25,2
"Svojetín,Veclov","Svojetín,Veclov","Svojetín,Veclov","Svojetín,Veclov",Svojetín,RA,bus,301003,50.1750336,13.6199532,-798140.4,-1025258.25,1
"Svojetín,Veclov,rozc.","Svojetín,Veclov,rozc.","Svojetín,Veclov,rozcestí","Svojetín,Veclov,rozc.",Svojetín,RA,bus,301003,50.1771851,13.6368752,-796909.6,-1025198.69,1
Svojkovice,Svojkovice,Svojkovice,Svojkovice,Svojkovice,RO,train,600003,49.7551765,13.6567974,-802375.6,-1071836.63,1
Svojšice (KO),Svojšice,Svojšice,Svojšice (KO),Svojšice,KO,bus,301003,50.0034943,15.043417,-699875.438,-1058161.63,2
Svojšice (PB),Svojšice,Svojšice,Svojšice (PB),Svojšice,PB,bus,301003,49.5727577,14.0427332,-777724.25,-1095921.5,2
"Svojšice,Bošice (KO)","Svojšice,Bošice","Svojšice,Bošice","Svojšice,Bošice (KO)",Svojšice,KO,bus,301003,50.0151,15.0316887,-700543.6,-1056773.75,2
"Svojšice,Bošice,Rozc. (KO)","Svojšice,Bošice,Rozc.","Svojšice,Bošice,Rozcestí","Svojšice,Bošice,Rozc. (KO)",Svojšice,KO,bus,301003,50.0102844,15.0467205,-699543.9,-1057443.0,2
"Svojšice,Karlov (KO)","Svojšice,Karlov","Svojšice,Karlov","Svojšice,Karlov (KO)",Svojšice,KO,bus,301003,50.0126877,15.0435829,-699732.6,-1057149.0,2
"Svojšice,Kletice (PB)","Svojšice,Kletice","Svojšice,Kletice","Svojšice,Kletice (PB)",Svojšice,PB,bus,301003,49.57894,14.0498428,-777118.2,-1095313.75,2
"Svojšice,Nová Ves III (KO)","Svojšice,Nová Ves III","Svojšice,Nová Ves III","Svojšice,Nová Ves III (KO)",Svojšice,KO,bus,301003,49.99001,15.0345116,-700700.75,-1059567.25,1
"Svojšice,rozc. (PB)","Svojšice,rozc.","Svojšice,rozcestí","Svojšice,rozc. (PB)",Svojšice,PB,bus,301003,49.5746841,14.0420952,-777739.7,-1095702.75,2
"Svojšice,Votelež (KO)","Svojšice,Votelež","Svojšice,Votelež","Svojšice,Votelež (KO)",Svojšice,KO,bus,301003,49.99948,15.0101318,-702299.0,-1058298.0,2
"Svor,Nová Huť","Svor,Nová Huť","Svor,Nová Huť","Svor,Nová Huť",Svor,CL,bus,301003,50.8309937,14.5908337,-719698.9,-962695.5,2
"Svor,otočka","Svor,otočka","Svor,otočka","Svor,otočka",Svor,CL,bus,301003,50.7917976,14.5985718,-719742.563,-967089.5,1
Svrkyně,Svrkyně,Svrkyně,Svrkyně,Svrkyně,PZ,bus,301003,50.1713448,14.2951326,-750462.2,-1032535.31,3
"Świeradów-Zdrój,Długa-granica","Świeradów-Zdrój,Długa-granica","Świeradów-Zdrój,Długa-granica","Świeradów-Zdrój,Długa-granica",Świeradów-Zdrój,DL,undefined,301003,50.9210167,15.2684059,-671109.9,-958942.25,2
"Świeradów-Zdrój,Grundwaldska-Urzad Miasta","Świeradów-Zdrój,Grundwaldska-Urzad Miasta","Świeradów-Zdrój,Grundwaldska-Urzad Miasta","Świeradów-Zdrój,Grundwaldska-Urzad Miasta",Świeradów-Zdrój,DL,undefined,301003,50.913380000000004,15.3410511,-666146.4,-960421.563,1
"Świeradów-Zdrój,K.S.Wyszyńskiego-Plac zabaw","Świeradów-Zdrój,K.S.Wyszyńskiego-Plac zabaw","Świeradów-Zdrój,K.S.Wyszyńskiego-Plac zabaw","Świeradów-Zdrój,K.S.Wyszyńskiego-Plac zabaw",Świeradów-Zdrój,DL,undefined,301003,50.90845,15.3389654,-666360.0,-960947.438,1
"Świeradów-Zdrój,Strażacka-Kolej Gondolowa","Świeradów-Zdrój,Strażacka-Kolej Gondolowa","Świeradów-Zdrój,Strażacka-Kolej Gondolowa","Świeradów-Zdrój,Strażacka-Kolej Gondolowa",Świeradów-Zdrój,DL,undefined,301003,50.9105,15.3183861,-667768.0,-960541.5,2
"Świeradów-Zdrój,Strażacka-Tewa","Świeradów-Zdrój,Strażacka-Tewa","Świeradów-Zdrój,Strażacka-Tewa","Świeradów-Zdrój,Strażacka-Tewa",Świeradów-Zdrój,DL,undefined,301003,50.9121628,15.3122873,-668170.6,-960304.75,2
"Świeradów-Zdrój,Ulicko-Graniczna","Świeradów-Zdrój,Ulicko-Graniczna","Świeradów-Zdrój,Ulicko-Graniczna","Świeradów-Zdrój,Ulicko-Graniczna",Świeradów-Zdrój,DL,undefined,301003,50.9235153,15.2863064,-669826.25,-958823.563,2
Sychrov,Sychrov,Sychrov,Sychrov,Praha,AB,bus,301003,50.1202927,14.6573238,-725584.5,-1041671.06,2
Sýkořice,Sýkořice,Sýkořice,Sýkořice,Sýkořice,RA,bus,301003,50.0346375,13.931263,-778368.563,-1043934.0,2
